name,refs,lat,lng,brief,area
Lasha,3,31.718148,35.584826,A place marking Canaanite territory; a stop in Israel's journey,-
Madmannah,3,31.391668,34.940502,A town in the Negev of Judah,-
Magog,3,46.0,47.0,A nation that will attack Israel in the future,Asia
Meribah,3,28.73106102564323,33.84169995726504,A place where the Israelites quarreled with Moses,-
Miletus,3,37.5,27.3,A city in Asia Minor visited by Paul,-
Mishal,3,33.047808,35.146201,A Levitical city in Asher,-
Moresheth,3,31.60393321295081,34.90237777777779,Hometown of the prophet Micah in Judah,-
Nahalol,3,32.722209,35.35282,A Levitical city in Zebulun,-
Nebo,3,31.606256,35.037417,"A town in Judah, possibly named after a person",-
Ophrah,3,31.95378955858199,35.29913577541004,A town in Benjamin and a place in Manasseh,-
Perga,3,37.00520811721595,30.90494591606115,A city in Pamphylia visited by Paul,-
Phoenicia,3,33.56316734135746,35.36634649354799,A region and people on the Mediterranean coast,-
Pontus,3,40.905222,37.799969,A region in Asia Minor with Jewish inhabitants,-
Rimmon,3,31.370835,34.860665,A town in Judah and Simeon,-
Second Quarter,3,31.777444,35.234935,District in Jerusalem mentioned by Huldah and Zephaniah,-
Sharuhen,3,31.282222,34.4825,Town allotted to Simeon within Judah's territory,-
Shimron,3,32.70528895585606,35.21333285757741,"Canaanite city conquered by Joshua, allotted to Zebulun",-
Shunem,3,32.60563102234625,35.33430585716489,Town in Issachar; home of the Shunammite woman,-
Siddim Valley,3,31.235341,35.517624,Valley near the Dead Sea; site of battle,-
Syene,3,24.066181,32.895862,"Southern border of Egypt, modern-day Aswan",-
Tamar,3,31.024923,35.064154,Landmark on the southeastern border of Israel,-
Tema,3,27.633172,38.554125,Arabian city and tribe known for trade,-
Thebez,3,32.3241024517848,35.36825275634464,Canaanite city where Abimelech was killed,-
Timnath-heres,3,32.121473,35.150392,"Town allotted to Joshua, where he was buried",-
Uz,3,30.0334,36.44839,"A region associated with Job, Edom, and Arabia",Edom
Washer's Field,3,31.769079,35.227994,"A location near Jerusalem's wall, mentioned in prophecies",-
Abana,2,33.545097,36.224661,"A river of Damascus, preferred by Naaman over the Jordan.",-
Abronah,2,29.75804307645581,35.0306017443078,A desert campsite during Israel's wilderness wanderings.,-
Acco,2,32.927583,35.081555,"A seaport in Asher, also called Ptolemais.",-
Achzib,2,33.04846798541127,35.10220252805766,A coastal town allotted to Asher.,-
Adummim,2,31.817585,35.361646,A pass on the border between Judah and Benjamin.,-
Ahlab,2,33.02498036359259,35.44544657992798,A Canaanite city allotted to Asher.,-
Ain,2,34.353071,36.385705,A place on the eastern boundary of the Promised Land.,-
Alemeth,2,31.828406,35.287637,A Levitical city in Benjamin,-
Alush,2,28.770015,33.40046,A campsite during Israel's wilderness journey.,-
Anab,2,31.403888,34.944185,A city in the hill country of Judah.,-
Arumah,2,32.154887,35.318192,A city associated with Abimelech and King Jehoiakim's mother.,-
Arvad,2,34.856082,35.858485,"An island city, known for its skilled mariners and soldiers.",-
Ashnah,2,31.8099,34.9365,Two cities in the Shephelah region of Judah.,-
Ashteroth-karnaim,2,32.7666666667,36.0166666667,Ancient city defeated by Chedorlaomer,-
Assos,2,39.48955031303715,26.33586734239906,"A seaport in Mysia, visited by Paul.",-
Ataroth,2,31.85891795409998,35.12831317484221,A town on the border of Ephraim and Manasseh.,-
Ataroth,2,31.60000000000001,35.7,Town in Gilead allotted to Gad,-
Ataroth-addar,2,31.85891795409998,35.12831317484221,A town on the border of Ephraim and Benjamin.,-
Avith,2,30.734691,35.60625,Capital city of Edomite king Hadad.,Edom
Baalath,2,31.927451,35.055378,"Town fortified by Solomon, possibly in the Lebanon region.",-
Bamoth,2,31.76503129703305,35.71856575741812,Israelite encampment in Moab during the Exodus.,-
Beautiful Gate,2,31.777444,35.234935,"Gate of the Jerusalem temple, site of Peter's miracle.",-
Beracah Valley,2,31.61065,35.165648,Valley where Jehoshaphat and his army blessed the Lord.,-
Beth-eked,2,32.5559631396043,35.33078927843792,Place where Jehu killed the brothers of Ahaziah.,-
Bethesda,2,31.777444,35.234935,Pool in Jerusalem where Jesus healed a paralyzed man.,-
Beth-haccherem,2,31.665911,35.241516,"Town in Judah, possibly fortified, mentioned by Jeremiah.",-
Beth-haram,2,31.816667,35.583333,"Town in Gad, east of the Jordan, fortified by Gad.",-
Beth-pelet,2,31.215418,34.942986,"Town in southern Judah, resettled after the Babylonian exile.",-
Beth-togarmah,2,40.065539,45.036328,"Region or people group trading with Tyre, allied with Gog.",-
Bezek,2,31.898029,34.952878,City where Judah defeated Canaanites,-
Bithynia,2,40.905503,30.685778,A region in Asia Minor,-
Bozkath,2,31.56485056116292,34.8467256730566,"Town in Judah, birthplace of Josiah's mother",-
Broad Wall,2,31.777444,35.234935,Section of Jerusalem's wall,-
Caesarea Philippi,2,33.2480599128704,35.69463725353769,City where Peter confessed Jesus as Messiah,-
Calah,2,36.142884,43.312178,Ancient Assyrian city built by Nimrod,-
Cappadocia,2,36.731904,35.486302,Region in Asia Minor; home to early Christian believers,-
Casiphia,2,35.136204,36.749488,Place where Levites were recruited for temple service,-
Cherith,2,32.309099,35.5599,Brook where Elijah hid during drought,-
Chesalon,2,31.781049,35.05113,Landmark on Judah's northern border,-
Chorazin,2,32.90909168933021,35.55292324144203,Town in Galilee; rebuked by Jesus for unbelief,-
Corban,2,31.777444,35.234935,Offering dedicated to God; temple treasury,-
Cuthah,2,32.733333,44.666667,Babylonian city; origin of Samaritan settlers,-
Dinhabah,2,30.336614,35.529889,The capital city of Edom during Bela's reign.,Edom
Dophkah,2,28.770015,33.40046,A place where the Israelites camped during their wilderness wanderings.,-
Dragon Spring,2,31.777444,35.234935,"A water source near Jerusalem, mentioned in Nehemiah's wall inspection.",-
Ellasar,2,37.056944,40.997222,Mesopotamian city-state; allied with Elam against Sodom and Gomorrah,-
Eltekeh,2,31.869521,35.06688,City in Dan's territory; later given to the Levites,-
Eltolad,2,31.244952,34.840888,A town allotted to Judah and Simeon,Tribe of Simeon
Enaim,2,31.784368,34.90968,"Enaim, place where Tamar posed as a prostitute",-
En-shemesh,2,31.77402,35.270231,Spring on the border between Judah and Benjamin,-
Ephes-dammim,2,31.691186,34.944496,Place where the Philistines and Israelites fought; Goliath's challenge,-
Ephraim Gate,2,31.777444,35.234935,"Gate in Jerusalem's wall, broken down by King Jehoash",-
Ephraim Gate,2,31.777444,35.234935,"Gate in Jerusalem's wall, rebuilt during Nehemiah's time",-
Ephron Mount,2,31.675746,35.042407,Mountain on the border between Judah and Benjamin,-
Erech,2,32.322222,45.636111,Ancient Mesopotamian city; part of Nimrod's kingdom,-
Etam,2,31.370835,34.860665,Villages associated with Simeon; home of Judahite clan,Tribe of Simeon then Judah
Etam,2,31.736294,35.05485,Cliff where Samson hid after defeating the Philistines,-
Ether,2,31.8099,34.9365,City allotted to Judah and Simeon,-
Fair Havens,2,34.92138418681769,24.73114125973342,Harbor on Crete; Paul's ship stopped during journey to Rome,-
Gabbatha,2,31.777444,35.234935,Raised stone platform in Jerusalem; location of Jesus' trial,-
Gallim,2,31.816667,35.25,Town in Benjamin; home of Michal's husband Paltiel,-
Gath-hepher,2,32.73918470119603,35.32822661816711,Town in Zebulun; hometown of prophet Jonah,-
Gederoth,2,31.823337,34.777779,Town in Judah; captured by Philistines during Ahaz's reign,-
Gethsemane,2,31.777444,35.234935,Garden near Jerusalem; site of Jesus' prayer and arrest,-
Gibeah,2,31.43333151674604,35.13333188530802,A town in the hill country of Judah.,-
Gilgal,2,32.029737,35.222604,A place associated with the prophets Elijah and Elisha.,-
Gittaim,2,31.963575,34.952536,Town where Beerothites fled; later inhabited by Benjamites.,-
Halak Mount,2,30.916667,34.833333,A mountain marking the southern boundary of Joshua's conquests.,-
Hamon-gog Valley,2,31.49684513710609,35.78284105296996,A valley where Gog and his army will be buried.,-
Haradah,2,30.317396,35.407152,A desert campsite during Israel's journey from Egypt.,-
Hashmonah,2,30.317396,35.407152,A desert campsite during Israel's journey from Egypt.,-
Hauran,2,32.80007552505443,35.93730130476259,Region east of the Sea of Galilee,-
Havilah,2,30.14,35.22,"Region inhabited by Ishmaelites, raided by Saul",-
Helam,2,32.1843727808126,35.70287002746794,Place where David defeated the Arameans,-
Hepher,2,32.3667,34.8833,A Canaanite city conquered by Joshua; later a Solomonic district.,-
Hethlon,2,34.73799,36.340918,Place on the northern border of Israel,-
Hor Mount,2,33.416159,35.857256,A mountain marking Israel's northern boundary,-
Horse Gate,2,31.777444,35.234935,A gate in Jerusalem's wall near the temple,-
Immer,2,36.35941,43.152887,A place from which exiles returned to Jerusalem,-
India,2,22.0,77.0,The eastern extent of Ahasuerus' Persian Empire,-
Iphtahel Valley,2,32.832774,35.277225,A valley on the border of Zebulun and Asher,-
Iye-abarim,2,31.49684513710609,35.78284105296996,An Israelite campsite near Moab,-
Jabneel,2,31.865518,34.746856,"A town on the border of Judah, later fortified",-
Janoah,2,33.260246,35.302915,A town on the border of Ephraim,-
Jetur,2,33.41615982399708,35.85725617635589,A descendant of Ishmael and a region in Syria,-
Jogbehah,2,32.028743,35.862887,"A town in Gilead, fortified by the Gadites",-
Juttah,2,31.45,35.083333,"A town in the hill country of Judah, a Levitical city",-
Kain,2,31.5,35.166667,A town in the hill country of Judah,-
Kanah,2,32.138219,35.038971,A brook marking the border between Ephraim and Manasseh,-
Kehelathah,2,30.317396,35.407152,A place where the Israelites camped during their wilderness journey,-
Kibzaim,2,31.833333,35.3,A Levitical city in the territory of Ephraim,-
King's Highway,2,31.18132579594509,35.70214779044711,An ancient trade route through Edom and Moab,-
King's Valley,2,31.777444,35.234935,"A valley near Salem (Jerusalem), site of significant events",-
Libnah,2,31.8099,34.9365,A place where Israel camped in the wilderness,-
Luhith,2,31.288056,35.515,A place in Moab,-
Lycaonia,2,37.88353038890398,32.4942625657248,A region in Asia Minor; Paul and Barnabas preached there,-
Madon,2,32.799879,35.459506,A Canaanite city conquered by Joshua,-
Mahaneh-dan,2,31.758315,34.994252,A place between Zorah and Eshtaol; Samson's birthplace,-
Makheloth,2,30.317396,35.407152,A place where the Israelites camped in the wilderness,-
Manahath,2,31.752603,35.181972,A place where Benjamites lived after the exile,-
Masrekah,2,30.734691,35.60625,"The royal city of Samlah, an Edomite king",Edom
Mattanah,2,31.718148,35.584826,A place where the Israelites camped during their wilderness journey,-
Merom,2,33.075269,35.60548,A place where Joshua defeated Jabin's coalition,-
Michmethath,2,32.183333,35.283333,A place on the borders of Ephraim and Manasseh,-
Migron,2,31.82378102460309,35.23100936128631,A place near Gibeah where Saul camped,-
Minnith,2,31.75,35.85,An Ammonite town known for its wheat,-
Misrephoth-maim,2,33.118952,35.139434,A place near Sidon where the Canaanites fled,-
Mithkah,2,30.317396,35.407152,An Israelite campsite during the wilderness wanderings,-
Mizpeh Valley,2,33.28177,35.573371,A region near Mount Hermon,-
Moreh,2,32.21369123124062,35.2817986718367,Place near Shechem; also a hill near Gilgal,-
Moriah Mount,2,31.77759385009378,35.23525140955081,Site of Solomon's temple in Jerusalem,-
Moseroth,2,30.317396,35.407152,A place where the Israelites camped during their wilderness wanderings,-
Muster Gate,2,31.777444,35.234935,A gate in Jerusalem mentioned in Nehemiah's time,-
Mysia,2,39.50664305923271,26.08059270470616,A region in northwest Asia Minor visited by Paul,-
Naaran,2,31.949518,35.45873,A border town between Ephraim and Benjamin,-
Neah,2,32.894254,35.221877,A border town of Zebulun and Asher,-
Nephtoah,2,31.683036,35.167987,A spring on the border of Judah and Benjamin,-
New Gate,2,31.777444,35.234935,A gate in Jerusalem during Jeremiah's time,-
Nicopolis,2,39.024033,20.73573,A city in Epirus where Paul planned to winter,-
Nimrim,2,31.133191,35.531138,A place in Moab known for its waters,-
Paphos,2,34.75410576175517,32.40016213313376,A city on the island of Cyprus,-
Paran Mount,2,29.151667,33.541944,A mountain associated with God's appearance,-
Pau,2,30.734691,35.60625,A city in Edom,Edom
Pelusium,2,28.838778,33.420573,"An Egyptian city, also known as Sin",-
Pergamum,2,39.11894592031751,27.16512610475739,A city in Asia Minor with a church,-
Pethor,2,36.654616,38.068879,The hometown of Balaam in Mesopotamia,-
Philadelphia,2,38.34904803135629,28.51946209047604,One of the seven churches in Asia Minor,-
Pisidia,2,38.31643056393041,31.17948683048973,A region in Asia Minor visited by Paul,-
Punon,2,31.49684513710609,35.78284105296996,A stopping place for the Israelites in the wilderness,-
Rakkath,2,32.79553799444466,35.52922039819518,City on the western shore of the Sea of Galilee,-
Rehoboth,2,30.884128,35.897633,City associated with an Edomite king,Edom
Remeth,2,32.5559631396043,35.33078927843792,Levitical city in Issachar,-
Rezeph,2,35.95,39.016667,City conquered by the Assyrians,-
Rimmon-perez,2,31.8099,34.9365,Israelite encampment during the Exodus,-
Rissah,2,30.317396,35.407152,Israelite encampment during the Exodus,-
Rithmah,2,31.8099,34.9365,Israelite encampment during the Exodus,-
Rogelim,2,32.214708,35.632914,Hometown of Barzillai the Gileadite,-
Sarid,2,32.68978573733861,35.19666870006055,Border town of Zebulun's territory,-
Seba,2,9.022736,38.746799,Kingdom mentioned in prophetic and poetic texts,-
Shaaraim,2,31.7001,34.89532,Town in Judah; site of Philistine retreat,-
Shamir,2,32.36047,35.250054,Issacharite judge who led Israel for 23 years,-
Shepham,2,34.353071,36.385705,Landmark on the northeastern border of the Promised Land,-
Shepher Mount,2,30.317396,35.407152,Campsite during Israel's wilderness wanderings,-
Sirah,2,31.55,35.1,Place near Hebron where Abner was killed by Joab,-
Solomon's Portico,2,31.777444,35.234935,Colonnade in Jerusalem's temple where apostles taught,-
Spain,2,40.481391,-3.175332,Country Paul intended to visit to preach gospel,-
Taberah,2,28.916667,34.5,Israelite camp where God sent fire as judgment,-
Tadmor,2,34.5540491686839,38.26590497164145,City built by Solomon in the wilderness,-
Tahath,2,30.317396,35.407152,Israelite campsite during the wilderness journey,-
Telassar,2,32.18919123705116,48.25788647687722,Mesopotamian city conquered by the Assyrians,-
Tel-harsha,2,32.127213,45.229995,Babylonian city from which exiles returned,-
Tel-melah,2,32.127213,45.229995,Babylonian city from which exiles returned,-
Terah,2,30.317396,35.407152,Israelite campsite during the wilderness journey,-
Tigris,2,35.983343,43.346466,"River flowing from Eden, mentioned in Daniel's vision",-
Tower of Eder,2,31.70536129174666,35.21026630105202,"A tower near Bethlehem, associated with the Messiah",-
Tower of the Hundred,2,31.777444,35.234935,"A tower in Jerusalem's wall, rebuilt by Nehemiah",-
Tower of the Ovens,2,31.777444,35.234935,"A tower in Jerusalem's wall, rebuilt by Nehemiah",-
Ulai,2,32.178696,48.22489,"A river in Elam, near where Daniel saw a vision",-
Uphaz,2,22.0,77.0,A place known for its fine gold,-
Uzza,2,31.777444,35.234935,A garden where Manasseh and Amon were buried,-
Yeshanah Gate,2,31.777444,35.234935,"A gate in Jerusalem's wall, rebuilt by Nehemiah",-
Zaanannim,2,33.11298357486105,35.53361334150225,A place near Kedesh in Naphtali,-
Zalmonah,2,31.49684513710609,35.78284105296996,A place where the Israelites camped during their wilderness journey,-
Zedad,2,34.312571,36.925484,A place on the northern border of the Promised Land,-
Zela,2,31.792733,35.196862,A city in Benjamin where Saul's family was buried,-
Zemaraim,2,31.910999,35.45728,A town in Benjamin; also a hill in Ephraim,-
Abel-keramim,1,32.02425,35.82352,"A place near Ammon, attacked by Jephthah.",-
Abilene,1,33.5873,36.09171,A region ruled by Lysanias when John began preaching.,-
Accad,1,33.09201653975629,44.12924814594658,"An ancient city in Nimrod's kingdom, probably Akkad.",-
Adadah,1,31.1858,34.96745,A town in the Negev region of Judah.,-
Adam,1,32.09772014797369,35.56469085401976,A city near the Jordan River.,-
Adamah,1,32.7253,35.4382,A fortified city allotted to Naphtali.,-
Adami-nekeb,1,32.6105,35.54289,A boundary marker for the territory of Naphtali.,-
Addar,1,30.9522,34.7187,A boundary marker for the territory of Judah.,-
Adithaim,1,31.7001,34.89532,A town in the Shephelah region of Judah.,-
Adoraim,1,31.51666666666667,34.98333333333333,A fortified city built by Rehoboam in Judah.,-
Adramyttium,1,39.5748,26.9367,"A seaport in Asia Minor, visited by Paul.",-
Adriatic Sea,1,42.415,16.3735,The sea where Paul's ship drifted during a storm.,-
Aenon,1,32.398936,35.54351,A place near Salim where John the Baptist baptized.,-
Ai,1,31.80052000870321,35.80901866717255,"An Ammonite city, to be destroyed by Babylon.",-
Allammelech,1,32.97829,35.182915,A town allotted to Asher,-
Allon-bacuth,1,31.93053920580005,35.22103274923676,"The burial place of Deborah, Rebekah's nurse.",-
Amad,1,33.019337,35.173644,A border town in the territory of Asher.,-
Amam,1,31.162327,35.057114,A town allotted to the tribe of Judah.,-
Amana,1,33.68137,36.055039,A mountain range mentioned in the Song of Solomon.,-
Amaw,1,36.654616,38.068879,"A place near the Euphrates River, associated with Balaam.",-
Ammah,1,31.869005,35.343177,"A hill near Gibeon, where Joab pursued Abner.",-
Amphipolis,1,40.82322547229525,23.83863142894023,A city visited by Paul on his missionary journey.,-
Anaharath,1,32.607039,35.397389,A border town in the territory of Issachar.,-
Ananiah,1,31.83291,35.219683,A town inhabited by Benjamites after the Babylonian exile.,-
Angle,1,31.777444,35.234935,A tower built by King Uzziah in Jerusalem.,-
Anim,1,31.373521,35.074552,A city in the hill country of Judah.,-
Antipatris,1,32.10043792968003,34.94650938910333,A city where Paul was taken during his transfer to Caesarea.,-
